Source,Target,Weight
daysofdialogue,codepink,1
daysofdialogue,ncdd,1
daysofdialogue,livingroomconvo,1
daysofdialogue,givingtuesday,1
dellis2,niforums,1
dellis2,carolinewlee,1
dellis2,nicdinstitute,1
dellis2,evdem,1
demworksinc,ballotready,1
demworksinc,npvote,1
demworksinc,inspire2vote,1
demworksinc,campusvote,1
demworksinc,fairvote,1
demworksinc,civicdesign,1
demworksinc,andrewgoodmanf,1
deploy_us,rsi,1
dividedwefall42,mactionproject,1
dividedwefall42,openprimaryusa,1
dividedwefall42,indie_voting,1
dividedwefall42,ctzndiscourse,1
dividedwefall42,livingroomconvo,1
dividedwefall42,bpc_bipartisan,1
dividedwefall42,fairvote,1
dividedwefall42,ivn,1
dividedwefall42,ncdd,1
dividedwefall42,unitedntogether,1
dividedwefall42,prudhommejeff,1
dividedwefall42,coffeepartyusa,1
dmcforciviclife,planspark,1
dmcforciviclife,alalibrary,1
dmcforciviclife,peggyholman,1
dmcforciviclife,teachforamerica,1
dmcforciviclife,civichall,1
dmcforciviclife,voporg,1
dmcforciviclife,bigtentnation,1
dmcforciviclife,harwoodinst,1
dmcforciviclife,bfcircles,1
dmcforciviclife,civilgovernment,1
dmcforciviclife,ncdd,1
dmcforciviclife,evdem,1
dmcforciviclife,americans4arts,1
dmcforciviclife,citiesofservice,1
dmcforciviclife,convocafe,1
dmcforciviclife,ncoc,1
dmcforciviclife,lorilbritt,1
dmcforciviclife,nationalcivic,1
dmcforciviclife,icivics,1
dmcforciviclife,publicdialoguec,1
dmcforciviclife,nhlistens,1
dmcforciviclife,campusvote,1
dmcforciviclife,niforums,1
dmcforciviclife,unitedntogether,1
dmcforciviclife,kaidegner,1
dmcforciviclife,essentialprtnrs,1
dmcforciviclife,livingroomconvo,1
dmcforciviclife,consensuskc,1
dmcforciviclife,publicagenda,1
dmcforciviclife,studentpirgs,1
dmcforciviclife,mactionproject,1
dmcforciviclife,gencitizen,1
dmcforciviclife,citizenuniv,1
dmcforciviclife,nicdinstitute,1
dmcforciviclife,tischcollege,1
dmcforciviclife,cspaterson,1
dmcforciviclife,aspeninstitute,1
dmcforciviclife,theckgroup,1
dmcforciviclife,mic_partners,1
dmcforciviclife,electedwomen,1
dmcforciviclife,pbproject,1
dmcforciviclife,adpaascu,1
dmcforciviclife,mcarcasson,1
dmcforciviclife,thecommon_party,1
dmcforciviclife,prudhommejeff,1
dmcforciviclife,villagesquarefl,1
dmcforciviclife,emergingissues,1
dmcforciviclife,askbigqs,1
dmcforciviclife,npvote,1
dmcforciviclife,ctzndiscourse,1
dmcforciviclife,congressfdn,1
dmcforciviclife,onbeing,1
dmcforciviclife,healthydem,1
dmcforciviclife,davenportinst,1
electedwomen,ctzndiscourse,1
electedwomen,mccourtneyinst,1
electedwomen,bigtentnation,1
electedwomen,ncdd,1
electedwomen,sllforg,1
electedwomen,icivics,1
electedwomen,livingroomconvo,1
electedwomen,leadershipnc,1
electedwomen,listenfirstproj,1
electedwomen,nicdinstitute,1
electedwomen,ncoc,1
electionscience,indie_voting,1
electionscience,pns_news,1
electionscience,allsidesnow,1
electionscience,fixitshow,1
electionscience,rehumanizeintl,1
electionscience,livingroomconvo,1
electionscience,braverangels,1
electionscience,usapromise,1
electionscience,representus,1
electionscience,commongroundcom,1
electionscience,openprimaryusa,1
electionscience,rsi,1
electionscience,ballotready,1
electionscience,unitedntogether,1
electionscience,campusvote,1
electionscience,nicdinstitute,1
electionscience,nationbuilder,1
electionscience,mccourtneyinst,1
electionscience,inspire2vote,1
electionscience,studentpirgs,1
electionscience,ncdd,1
electionscience,ncoc,1
electionscience,demworksinc,1
electionscience,helpgoodagency,1
electionscience,fairvote,1
electionscience,citizenuniv,1
electionscience,npvote,1
electionscience,ivn,1
electionscience,pbproject,1
electionscience,issueonereform,1
electionscience,pantsuitpolitic,1
electionscience,healthydem,1
electionscience,icivics,1
electionscience,uniteamerica,1
electionscience,movecafwd,1
electionscience,listenfirstproj,1
electionscience,moneyinpolitics,1
electionscience,bigtentnation,1
electionscience,civicdesign,1
electionscience,voporg,1
electionscience,takebackorg,1
electionscience,niforums,1
electionscience,naacp,1
electionscience,bpc_bipartisan,1
electionscience,procon_org,1
emergingissues,niforums,1
emergingissues,npvote,1
emergingissues,georgiaforward,1
emergingissues,nationbuilder,1
emergingissues,leadandengage,1
emergingissues,listenfirstproj,1
emergingissues,gennation,1
emergingissues,teachforamerica,1
emergingissues,pbproject,1
emergingissues,unitedntogether,1
emergingissues,truaccess,1
emergingissues,harwoodinst,1
emergingissues,fionamorgan,1
emergingissues,dukealumni,1
emergingissues,ctzndiscourse,1
emergingissues,ncdd,1
emergingissues,mccourtneyinst,1
emergingissues,johncoggin,1
emergingissues,leadershipnc,1
emergingissues,nicdinstitute,1
emergingissues,recitynetwork,1
empaticoorg,givingtuesday,1
empaticoorg,unitedntogether,1
empaticoorg,kidsforpeace,1
empaticoorg,aspeninstitute,1
empaticoorg,mccourtneyinst,1
empaticoorg,teachforamerica,1
essentialprtnrs,purpleamericaus,1
essentialprtnrs,planspark,1
essentialprtnrs,coffeepartyusa,1
essentialprtnrs,harwoodinst,1
essentialprtnrs,takebackorg,1
essentialprtnrs,braverangels,1
essentialprtnrs,procon_org,1
essentialprtnrs,ivn,1
essentialprtnrs,conresglobal,1
essentialprtnrs,nicdinstitute,1
essentialprtnrs,2thetable,1
essentialprtnrs,cbennettlearns,1
essentialprtnrs,ncdd,1
essentialprtnrs,mopcmunicipal,1
essentialprtnrs,some1totellitto,1
essentialprtnrs,backwrite,1
essentialprtnrs,rsi,1
essentialprtnrs,mcarcasson,1
essentialprtnrs,healthydem,1
essentialprtnrs,unitedntogether,1
essentialprtnrs,dmcforciviclife,1
essentialprtnrs,civilgovernment,1
essentialprtnrs,nationalcivic,1
essentialprtnrs,peacemuseumohio,1
essentialprtnrs,mic_partners,1
essentialprtnrs,niforums,1
essentialprtnrs,onbeing,1
essentialprtnrs,npvote,1
essentialprtnrs,cmpartners,1
essentialprtnrs,ucfreelistening,1
essentialprtnrs,peggyholman,1
essentialprtnrs,listenfirstproj,1
essentialprtnrs,thecommon_party,1
essentialprtnrs,pantsuitpolitic,1
essentialprtnrs,aligoldsworthy,1
essentialprtnrs,sueamccormack,1
essentialprtnrs,free_ic,1
essentialprtnrs,instlocgov,1
essentialprtnrs,aspencitizen,1
essentialprtnrs,talking_eyes,1
essentialprtnrs,ctzndiscourse,1
essentialprtnrs,livingroomconvo,1
essentialprtnrs,mccourtneyinst,1
essentialprtnrs,davenportinst,1
essentialprtnrs,philneisser,1
essentialprtnrs,cspaterson,1
essentialprtnrs,seedsofpeace,1
essentialprtnrs,issueonereform,1
essentialprtnrs,uniteamerica,1
essentialprtnrs,prudhommejeff,1
essentialprtnrs,ampublicsquare,1
essentialprtnrs,uscpolfuture,1
essentialprtnrs,publicagenda,1
essentialprtnrs,allsidesnow,1
essentialprtnrs,theklc,1
essentialprtnrs,pbproject,1
essentialprtnrs,bfcircles,1
essentialprtnrs,bigtentnation,1
essentialprtnrs,jacobzhess,1
essentialprtnrs,convergencectr,1
essentialprtnrs,hyland,1
essentialprtnrs,urbanruralact,1
essentialprtnrs,daysofdialogue,1
essentialprtnrs,givingtuesday,1
essentialprtnrs,doplinger,1
essentialprtnrs,consensuskc,1
essentialprtnrs,beyond_conflict,1
essentialprtnrs,adpaascu,1
essentialprtnrs,gencitizen,1
essentialprtnrs,charlie_mbb,1
essentialprtnrs,pns_news,1
essentialprtnrs,hnmcp,1
essentialprtnrs,intlistening,1
essentialprtnrs,outreachexprts,1
essentialprtnrs,villagesquarefl,1
essentialprtnrs,villagesquareus,1
essentialprtnrs,opengovmetrics,1
essentialprtnrs,theckgroup,1
essentialprtnrs,fdp_tweets,1
essentialprtnrs,welcomingusa,1
essentialprtnrs,narrative4,1
essentialprtnrs,publicdialoguec,1
essentialprtnrs,commongood,1
essentialprtnrs,ncoc,1
essentialprtnrs,citizenuniv,1
essentialprtnrs,adaemmett,1
essentialprtnrs,fionamorgan,1
essentialprtnrs,karunacenter,1
essentialprtnrs,aspeninstitute,1
essentialprtnrs,deploy_us,1
essentialprtnrs,thisiscivity,1
essentialprtnrs,futuresearchnet,1
essentialprtnrs,teachforamerica,1
essentialprtnrs,evdem,1
essentialprtnrs,hdxacademy,1
essentialprtnrs,commongroundcom,1
essentialprtnrs,voporg,1
essentialprtnrs,tischcollege,1
essentialprtnrs,peacealliance,1
essentialprtnrs,thinkthoroughly,1
essentialprtnrs,icivics,1
essentialprtnrs,publichumility,1
essentialprtnrs,afpeacebuilding,1
essentialprtnrs,askbigqs,1
evdem,coffeepartyusa,1
evdem,theckgroup,1
evdem,nationalcivic,1
evdem,publicdialoguec,1
evdem,listenfirstproj,1
evdem,ncoc,1
evdem,purpleamericaus,1
evdem,niforums,1
evdem,welcomingusa,1
evdem,planspark,1
evdem,movecafwd,1
evdem,2thetable,1
evdem,villagesquareus,1
evdem,urbanruralact,1
evdem,peggyholman,1
evdem,sueamccormack,1
evdem,thisiscivity,1
evdem,dmcforciviclife,1
evdem,harwoodinst,1
evdem,livingroomconvo,1
evdem,npvote,1
evdem,unitedntogether,1
evdem,davenportinst,1
evdem,bpc_bipartisan,1
evdem,mcarcasson,1
evdem,pbproject,1
evdem,cspaterson,1
evdem,jerrymichalski,1
evdem,nationbuilder,1
evdem,nicdinstitute,1
evdem,convergencectr,1
evdem,essentialprtnrs,1
evdem,ncdd,1
evdem,moneyinpolitics,1
evdem,freedomcenter,1
evdem,mwhuggins,1
evdem,citizenuniv,1
evdem,tischcollege,1
evdem,nhlistens,1
evdem,publicagenda,1
evdem,healthydem,1
evdem,naacp,1
evdem,aspencitizen,1
evdem,aspeninstitute,1
evdem,fairvote,1
evdem,gencitizen,1
evdem,carolinewlee,1
evdem,apeaceofmymind1,1
evdem,adpaascu,1
fairvote,openprimaryusa,1
fairvote,unitedntogether,1
fairvote,ncdd,1
fairvote,nationbuilder,1
fairvote,civicdesign,1
fairvote,mccourtneyinst,1
fairvote,uniteamerica,1
fairvote,ctzndiscourse,1
fairvote,bpc_bipartisan,1
fairvote,knowtheflipside,1
fairvote,coffeepartyusa,1
fairvote,andrewgoodmanf,1
fairvote,campusvote,1
fairvote,nicdinstitute,1
fairvote,pns_news,1
fairvote,givingtuesday,1
fairvote,takebackorg,1
fairvote,representus,1
fairvote,ivn,1
fairvote,naacp,1
fairvote,mactionproject,1
fairvote,gencitizen,1
fairvote,usapromise,1
fairvote,npvote,1
fairvote,rsi,1
fairvote,ncoc,1
fairvote,issueonereform,1
fairvote,mic_partners,1
fairvote,ballotready,1
fairvote,voporg,1
fairvote,demworksinc,1
fixusorg,consensuskc,1
fixusorg,nationalcivic,1
fixusorg,planspark,1
fixusorg,unitedntogether,1
fixusorg,nicdinstitute,1
fixusorg,peggyholman,1
fixusorg,ckinstitute,1
fixusorg,openprimaryusa,1
fixusorg,wedobetterus,1
fixusorg,in_if_fellow,1
fixusorg,uniteamerica,1
fixusorg,2thetable,1
fixusorg,aspencitizen,1
fixusorg,theckgroup,1
fixusorg,convocafe,1
fixusorg,mic_partners,1
fixusorg,rsi,1
fixusorg,nhlistens,1
fixusorg,urbanruralact,1
fixusorg,publicagenda,1
fixusorg,niforums,1
fixusorg,bpc_bipartisan,1
fixusorg,mccourtneyinst,1
fixusorg,citizenuniv,1
fixusorg,civichall,1
fixusorg,uscpolfuture,1
fixusorg,doplinger,1
fixusorg,mactionproject,1
fixusorg,ctzndiscourse,1
fixusorg,congressfdn,1
fixusorg,pbproject,1
fixusorg,free_ic,1
fixusorg,uchipolitics,1
fixusorg,future500,1
fixusorg,hnmcp,1
fixusorg,ballotready,1
fixusorg,tischcollege,1
fixusorg,theraycenter,1
fixusorg,ncdd,1
fixusorg,mcarcasson,1
fixusorg,thecharter,1
fixusorg,essentialprtnrs,1
fixusorg,askbigqs,1
fixusorg,commongroundcom,1
fixusorg,spaceship_media,1
fixusorg,livingroomconvo,1
fixusorg,pantsuitpolitic,1
fixusorg,jbstephens1,1
fixusorg,allsidesnow,1
fixusorg,commongood,1
fixusorg,bigtentnation,1
fixusorg,fdp_tweets,1
fixusorg,campusvote,1
fixusorg,ncoc,1
fixusorg,moneyinpolitics,1
fixusorg,usapromise,1
fixusorg,purpleamericaus,1
fixusorg,carolinewlee,1
fixusorg,villagesquareus,1
fixusorg,citiesofservice,1
fixusorg,jeffweissglass,1
fixusorg,usafmc,1
fixusorg,adpaascu,1
fixusorg,representus,1
fixusorg,prudhommejeff,1
fixusorg,healthydem,1
fixusorg,fairvote,1
fixusorg,gencitizen,1
fixusorg,andrewgoodmanf,1
fixusorg,npvote,1
fixusorg,identitywoman,1
fixusorg,convergencectr,1
fixusorg,indie_voting,1
fixusorg,cspc_dc,1
fixusorg,ampublicsquare,1
fixusorg,evdem,1
fixusorg,electedwomen,1
fixusorg,kitchentable_d,1
fixusorg,icivics,1
fixusorg,icps_gwu,1
fixusorg,takebackorg,1
fixusorg,some1totellitto,1
fixusorg,listenfirstproj,1
fixusorg,voporg,1
fixusorg,deploy_us,1
fixusorg,hdxacademy,1
fixusorg,electionscience,1
fixusorg,villagesquarefl,1
fixusorg,dmcforciviclife,1
fixusorg,fixitshow,1
fixusorg,thisiscivity,1
fixusorg,movecafwd,1
fixusorg,civilgovernment,1
fixusorg,issueonereform,1
fixusorg,politicraftgame,1
fixusorg,civicdesign,1
fixusorg,davenportinst,1
fixusorg,gennation,1
fixusorg,coffeepartyusa,1
fixusorg,publicdialoguec,1
fixusorg,ivn,1
fixusorg,braverangels,1
fixusorg,manjulynbazzell,1
flopirgstudents,campusvote,1
flopirgstudents,younginvincible,1
flopirgstudents,studentpirgs,1
flopirgstudents,ctzndiscourse,1
flopirgstudents,adpaascu,1
flopirgstudents,ncoc,1
flopirgstudents,andrewgoodmanf,1
flopirgstudents,bigtentnation,1
free_ic,mccourtneyinst,1
free_ic,villagesquareus,1
free_ic,publicdialoguec,1
free_ic,listenfirstproj,1
free_ic,villagesquarefl,1
free_ic,hdxacademy,1
free_ic,ncdd,1
fulcrum_us,villagesquareus,1
fulcrum_us,demworksinc,1
fulcrum_us,livingroomconvo,1
fulcrum_us,2thetable,1
fulcrum_us,thecommon_party,1
fulcrum_us,movecafwd,1
fulcrum_us,nationalcivic,1
fulcrum_us,allsidesnow,1
fulcrum_us,essentialprtnrs,1
fulcrum_us,npvote,1
fulcrum_us,openprimaryusa,1
fulcrum_us,rsi,1
fulcrum_us,commongroundcom,1
fulcrum_us,usapromise,1
fulcrum_us,future500,1
fulcrum_us,ballotready,1
fulcrum_us,cspc_dc,1
fulcrum_us,pbproject,1
fulcrum_us,mccourtneyinst,1
fulcrum_us,studentpirgs,1
fulcrum_us,usafmc,1
fulcrum_us,campusvote,1
fulcrum_us,kitchentable_d,1
fulcrum_us,publicagenda,1
fulcrum_us,ncdd,1
fulcrum_us,uniteamerica,1
fulcrum_us,bigtentnation,1
fulcrum_us,commongood,1
fulcrum_us,voporg,1
fulcrum_us,procon_org,1
fulcrum_us,villagesquarefl,1
fulcrum_us,congressfdn,1
fulcrum_us,gencitizen,1
fulcrum_us,thinkthoroughly,1
fulcrum_us,thisiscivity,1
fulcrum_us,villagesquareca,1
fulcrum_us,electionscience,1
fulcrum_us,electedwomen,1
fulcrum_us,nhlistens,1
fulcrum_us,alalibrary,1
fulcrum_us,aspeninstitute,1
fulcrum_us,instlocgov,1
fulcrum_us,icivics,1
fulcrum_us,bpc_bipartisan,1
fulcrum_us,sllforg,1
fulcrum_us,thecharter,1
fulcrum_us,fairvote,1
fulcrum_us,publicdialoguec,1
fulcrum_us,asbcouncil,1
fulcrum_us,coffeepartyusa,1
fulcrum_us,adpaascu,1
fulcrum_us,issueonereform,1
fulcrum_us,healthydem,1
fulcrum_us,citiesofservice,1
fulcrum_us,purpleamericaus,1
fulcrum_us,beyond_conflict,1
fulcrum_us,tischcollege,1
fulcrum_us,braverangels,1
fulcrum_us,ilhumanities,1
fulcrum_us,naacp,1
fulcrum_us,takebackorg,1
fulcrum_us,issuevoter,1
fulcrum_us,welcomingusa,1
fulcrum_us,convergencectr,1
fulcrum_us,deploy_us,1
fulcrum_us,ampublicsquare,1
fulcrum_us,hdxacademy,1
fulcrum_us,mactionproject,1
fulcrum_us,listenfirstproj,1
fulcrum_us,younginvincible,1
fulcrum_us,nicdinstitute,1
fulcrum_us,seedsofpeace,1
fulcrum_us,civilgovernment,1
fulcrum_us,moneyinpolitics,1
fulcrum_us,indie_voting,1
fulcrum_us,ivn,1
fulcrum_us,representus,1
fulcrum_us,civicdesign,1
fulcrum_us,evdem,1
fulcrum_us,davenportinst,1
fulcrum_us,citizenuniv,1
fulcrum_us,ncoc,1
future500,rsi,1
future500,peace_up_,1
future500,publicagenda,1
future500,listenfirstproj,1
future500,asbcouncil,1
future500,pns_news,1
future500,allsidesnow,1
future500,aspeninstitute,1
future500,andrewgoodmanf,1
future500,livingroomconvo,1
future500,unitedntogether,1
future500,coffeepartyusa,1
gencitizen,inspire2vote,1
gencitizen,dmcforciviclife,1
gencitizen,ctzndiscourse,1
gencitizen,ncoc,1
gencitizen,unitedntogether,1
gencitizen,citizenuniv,1
gencitizen,tischcollege,1
gencitizen,bpc_bipartisan,1
gencitizen,younginvincible,1
gencitizen,aspencitizen,1
gencitizen,adpaascu,1
gencitizen,ncdd,1
gencitizen,andrewgoodmanf,1
gencitizen,healthydem,1
gencitizen,teachforamerica,1
gencitizen,mactionproject,1
gencitizen,movecafwd,1
gencitizen,oasisnashville,1
gencitizen,uscpolfuture,1
gencitizen,mcarcasson,1
gencitizen,congressfdn,1
gencitizen,evdem,1
gencitizen,mccourtneyinst,1
gencitizen,studentpirgs,1
gencitizen,electionscience,1
gencitizen,representus,1
gencitizen,convergencectr,1
gencitizen,takebackorg,1
gencitizen,givingtuesday,1
gencitizen,livingroomconvo,1
gencitizen,pbproject,1
gencitizen,niforums,1
gencitizen,davenportinst,1
gencitizen,icivics,1
gencitizen,harwoodinst,1
gencitizen,braverangels,1
gencitizen,issueonereform,1
gencitizen,ampublicsquare,1
gencitizen,gpharvard,1
gencitizen,apa,1
gencitizen,bigtentnation,1
gencitizen,demworksinc,1
gencitizen,bplboston,1
gencitizen,freedomcenter,1
gencitizen,villagesquarefl,1
gencitizen,publicdialoguec,1
gencitizen,civichall,1
gencitizen,fairvote,1
gencitizen,aspeninstitute,1
gencitizen,thecharter,1
gencitizen,campusvote,1
gencitizen,naacp,1
gencitizen,politicraftgame,1
gencitizen,civicdesign,1
gencitizen,gennation,1
gencitizen,nicdinstitute,1
gencitizen,theckgroup,1
gencitizen,essentialprtnrs,1
gencitizen,usapromise,1
gencitizen,nationalcivic,1
gencitizen,publicagenda,1
gencitizen,uchipolitics,1
gencitizen,campus_leaders,1
gencitizen,npvote,1
groupdemocracy,representus,1
groupdemocracy,adpaascu,1
groupdemocracy,pns_news,1
groupdemocracy,podcastbrunch,1
groupdemocracy,allsidesnow,1
groupdemocracy,campusvote,1
groupdemocracy,usapromise,1
groupdemocracy,unitedntogether,1
groupdemocracy,ampublicsquare,1
groupdemocracy,villagesquareus,1
groupdemocracy,moneyinpolitics,1
groupdemocracy,bigtentnation,1
groupdemocracy,civichall,1
groupdemocracy,publicagenda,1
groupdemocracy,aspeninstitute,1
groupdemocracy,rsi,1
groupdemocracy,commongroundcom,1
groupdemocracy,issuevoter,1
groupdemocracy,listenfirstproj,1
groupdemocracy,convergencectr,1
groupdemocracy,electionscience,1
groupdemocracy,polisatduke,1
groupdemocracy,ncdd,1
groupdemocracy,some1totellitto,1
groupdemocracy,uscpolfuture,1
groupdemocracy,fairvote,1
groupdemocracy,cspc_dc,1
groupdemocracy,issueonereform,1
groupdemocracy,nationalcivic,1
groupdemocracy,mccourtneyinst,1
groupdemocracy,pantsuitpolitic,1
groupdemocracy,braverangels,1
groupdemocracy,nicdinstitute,1
groupdemocracy,hdxacademy,1
groupdemocracy,fixitshow,1
harwoodinst,nationalcivic,1
harwoodinst,dmcforciviclife,1
harwoodinst,thecharter,1
harwoodinst,citizenuniv,1
harwoodinst,unitedntogether,1
harwoodinst,petermshane,1
harwoodinst,emergingissues,1
harwoodinst,nicdinstitute,1
harwoodinst,teachforamerica,1
harwoodinst,ncdd,1
harwoodinst,publicdialoguec,1
harwoodinst,publicagenda,1
harwoodinst,peggyholman,1
harwoodinst,alalibrary,1
harwoodinst,carolinewlee,1
harwoodinst,sueamccormack,1
harwoodinst,ssilha,1
harwoodinst,givingtuesday,1
harwoodinst,planspark,1
harwoodinst,oasisnashville,1
harwoodinst,listenfirstproj,1
harwoodinst,aspeninstitute,1
harwoodinst,nkranich,1
harwoodinst,civiclyengaged,1
harwoodinst,fixitshow,1
harwoodinst,evdem,1
hdxacademy,cbipractice,1
hdxacademy,essentialprtnrs,1
hdxacademy,thecommon_party,1
hdxacademy,unitedntogether,1
hdxacademy,bpc_bipartisan,1
hdxacademy,villagesquareus,1
hdxacademy,allsidesnow,1
hdxacademy,2thetable,1
hdxacademy,fixitshow,1
hdxacademy,evdem,1
hdxacademy,listenfirstproj,1
hdxacademy,apa,1
hdxacademy,villagesquarefl,1
hdxacademy,ncdd,1
hdxacademy,aspeninstitute,1
hdxacademy,jacobzhess,1
hdxacademy,free_ic,1
hdxacademy,commongood,1
hdxacademy,livingroomconvo,1
hdxacademy,representus,1
hdxacademy,mccourtneyinst,1
hdxacademy,ncacensorship,1
hdxacademy,civilgovernment,1
hdxacademy,commongroundcom,1
hdxacademy,niforums,1
hdxacademy,nicdinstitute,1
hdxacademy,bigtentnation,1
hdxacademy,publicdialoguec,1
hdxacademy,ckinstitute,1
hdxacademy,braverangels,1
healthydem,mcarcasson,1
healthydem,carolinewlee,1
healthydem,villagesquareus,1
healthydem,purpleamericaus,1
healthydem,manjulynbazzell,1
healthydem,nabatchi,1
healthydem,cspaterson,1
healthydem,lorilbritt,1
healthydem,ampublicsquare,1
healthydem,gencitizen,1
healthydem,unitedntogether,1
healthydem,hnmcp,1
healthydem,fairvote,1
healthydem,bigtentnation,1
healthydem,davenportinst,1
healthydem,instlocgov,1
healthydem,congressfdn,1
healthydem,voporg,1
healthydem,theckgroup,1
healthydem,movecafwd,1
healthydem,citiesofservice,1
healthydem,publicagenda,1
healthydem,pbproject,1
healthydem,ncoc,1
healthydem,askbigqs,1
healthydem,ellenknutson,1
healthydem,2thetable,1
healthydem,adpaascu,1
healthydem,allsidesnow,1
healthydem,mccourtneyinst,1
healthydem,dmcforciviclife,1
healthydem,mayapare,1
healthydem,convergencectr,1
healthydem,peggyholman,1
healthydem,npvote,1
healthydem,tischcollege,1
healthydem,bpc_bipartisan,1
healthydem,civilgovernment,1
healthydem,publicdialoguec,1
healthydem,citizenuniv,1
healthydem,braverangels,1
healthydem,demworksinc,1
healthydem,aspeninstitute,1
healthydem,tri_ash,1
healthydem,icivics,1
healthydem,ncdd,1
healthydem,evdem,1
healthydem,nicdinstitute,1
healthydem,livingroomconvo,1
healthydem,nationalcivic,1
healthydem,essentialprtnrs,1
healthydem,ballotready,1
healthydem,adamdavisohm,1
healthydem,kitchentable_d,1
healthydem,civicdesign,1
healthydem,niforums,1
healthydem,mactionproject,1
healthydem,cbennettlearns,1
icivics,allsidesnow,1
icivics,gencitizen,1
icivics,nationalcivic,1
icivics,electedwomen,1
icivics,theautry,1
icivics,ctzndiscourse,1
icivics,bigtentnation,1
icivics,aspencitizen,1
icivics,ncoc,1
icivics,aspeninstitute,1
icivics,listenfirstproj,1
icivics,citizenuniv,1
icivics,alalibrary,1
icivics,electionscience,1
ilhumanities,coffeepartyusa,1
ilhumanities,americans4arts,1
ilhumanities,alalibrary,1
ilhumanities,uchipolitics,1
ilhumanities,ctzndiscourse,1
ilhumanities,adamdavisohm,1
in_if_fellow,davenportinst,1
in_if_fellow,niforums,1
in_if_fellow,ncdd,1
in_if_fellow,nicdinstitute,1
in_if_fellow,aspeninstitute,1
in_if_fellow,unitedntogether,1
in_if_fellow,publicagenda,1
in_if_fellow,instlocgov,1
in_if_fellow,pbproject,1
in_if_fellow,trustedsharing,1
in_if_fellow,planspark,1
in_if_fellow,mayapare,1
in_if_fellow,gregtutunjian,1
in_if_fellow,clintonschool,1
in_if_fellow,mcarcasson,1
in_if_fellow,cspaterson,1
in_if_fellow,essentialprtnrs,1
in_if_fellow,prudhommejeff,1
indie_voting,fairvote,1
indie_voting,braverangels,1
indie_voting,voporg,1
indie_voting,usapromise,1
indie_voting,publicagenda,1
indie_voting,issueonereform,1
indie_voting,openprimaryusa,1
indie_voting,ivn,1
indie_voting,npvote,1
indie_voting,electionscience,1
indie_voting,aspeninstitute,1
indie_voting,representus,1
indie_voting,uniteamerica,1
instlocgov,movecafwd,1
instlocgov,uscpolfuture,1
instlocgov,givingtuesday,1
instlocgov,publicdialoguec,1
instlocgov,davenportinst,1
instlocgov,publicagenda,1
instlocgov,theckgroup,1
instlocgov,ncdd,1
instlocgov,nationalcivic,1
instlocgov,welcomingusa,1
instlocgov,nicdinstitute,1
instlocgov,braverangels,1
instlocgov,lisabeutler,1
inthistogether0,convergencectr,1
inthistogether0,ctzndiscourse,1
inthistogether0,evdem,1
inthistogether0,civilgovernment,1
inthistogether0,issueonereform,1
inthistogether0,2thetable,1
inthistogether0,indie_voting,1
inthistogether0,villagesquarefl,1
inthistogether0,fdp_tweets,1
inthistogether0,unitedntogether,1
inthistogether0,ivn,1
inthistogether0,livingroomconvo,1
inthistogether0,commongroundcom,1
inthistogether0,fairvote,1
inthistogether0,mactionproject,1
inthistogether0,future500,1
inthistogether0,fixitshow,1
inthistogether0,consensuskc,1
inthistogether0,openprimaryusa,1
inthistogether0,movecafwd,1
inthistogether0,some1totellitto,1
inthistogether0,villagesquareus,1
inthistogether0,allsidesnow,1
inthistogether0,essentialprtnrs,1
inthistogether0,mccourtneyinst,1
inthistogether0,braverangels,1
inthistogether0,ballotready,1
inthistogether0,healthydem,1
inthistogether0,nicdinstitute,1
inthistogether0,npvote,1
inthistogether0,hdxacademy,1
inthistogether0,ampublicsquare,1
inthistogether0,mcarcasson,1
inthistogether0,uniteamerica,1
inthistogether0,bayareaconvlab,1
inthistogether0,givingtuesday,1
inthistogether0,citizenuniv,1
inthistogether0,publicagenda,1
inthistogether0,niforums,1
inthistogether0,aspeninstitute,1
inthistogether0,usapromise,1
inthistogether0,ncdd,1
inthistogether0,nationalcivic,1
inthistogether0,representus,1
inthistogether0,takebackorg,1
inthistogether0,3minstoryteller,1
inthistogether0,aspencitizen,1
inthistogether0,rsi,1
inthistogether0,ncoc,1
inthistogether0,bigtentnation,1
inthistogether0,ucfreelistening,1
inthistogether0,bpc_bipartisan,1
inthistogether0,urbanruralact,1
inthistogether0,alliesincaring,1
inthistogether0,electionscience,1
inthistogether0,listenfirstproj,1
inthistogether0,campusvote,1
inthistogether0,daysofdialogue,1
issueonereform,villagesquareus,1
issueonereform,ncoc,1
issueonereform,unitedntogether,1
issueonereform,cspc_dc,1
issueonereform,ivn,1
issueonereform,naacp,1
issueonereform,gencitizen,1
issueonereform,fixitshow,1
issueonereform,mactionproject,1
issueonereform,usafmc,1
issueonereform,rsi,1
issueonereform,representus,1
issueonereform,uniteamerica,1
issueonereform,fairvote,1
issueonereform,mccourtneyinst,1
issueonereform,congressfdn,1
issueonereform,voporg,1
issueonereform,commongroundcom,1
issueonereform,usapromise,1
issueonereform,braverangels,1
issueonereform,procon_org,1
issueonereform,respect_ability,1
issueonereform,indie_voting,1
issueonereform,moneyinpolitics,1
issueonereform,openprimaryusa,1
issueonereform,allsidesnow,1
issueonereform,npvote,1
issueonereform,citizenuniv,1
issueonereform,nicdinstitute,1
issueonereform,cfinst_org,1
issueonereform,takebackorg,1
